PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
-41,-142,0.51,-30,-1,-69,1,1029,290.9,6,68,2019/1/3 13:55
-44,-124,0.45,-4,-2,-79,0.9,1028.8,291,6,69,2019/1/3 14:55
-33,-100,0.68,-14,-1,-76,0.8,1028.7,291,6,70,2019/1/3 15:55
-35,-104,0.62,-1,-1,-84,0.9,1029,291,6,71,2019/1/3 16:55
-37,-94,0.69,14,0,-87,1.1,1029.1,291,6,72,2019/1/3 17:55
-41,-95,0.66,8,-3,-86,0.6,1029.3,291,6,73,2019/1/3 18:55
-25,-89,0.63,46,-3,-87,0.8,1029.1,291,6,73,2019/1/3 19:55
-27,-84,0.53,20,-2,-85,0.5,1029.4,291,6,73,2019/1/3 20:55
-42,-103,0.57,-19,-4,-84,0.5,1028.4,291,6,74,2019/1/3 21:55
-34,-100,0.66,-17,-6,-84,1,1026.3,291,6,74,2019/1/3 22:55
-34,-105,0.72,-9,-5,-82,0.5,1028.2,291.5,6,79,2019/1/3 23:55
-48,-142,0.7,-9,-6,-86,0.5,1026.6,291.8,5,87,2019/1/4 0:55
-43,-146,0.69,11,-8,-84,0.5,1026.1,292.8,5,91,2019/1/4 1:55
-51,-171,0.59,2,-7,-83,0.3,1025.6,294.9,5,94,2019/1/4 2:55
-49,-153,0.65,-30,-7,-80,0.1,1025.9,298.2,5,96,2019/1/4 3:55
-42,-152,0.66,-34,-7,-81,0.7,1025.9,300.1,5,97,2019/1/4 4:55
-65,-172,0.67,-34,-3,-79,1.2,1026.2,303.5,5,98,2019/1/4 5:55
-65,-187,0.66,-30,-4,-79,0.7,1026.2,305.4,5,98,2019/1/4 6:55
-54,-168,0.54,-33,-8,-75,0.3,1026.4,305.9,5,98,2019/1/4 7:55
-69,-199,0.43,-26,-5,-73,0.6,1027.3,306.6,5,98,2019/1/4 8:55
-66,-200,0.4,-28,-7,-74,0.6,1027.1,307.4,6,96,2019/1/4 9:55
-22,-118,0.73,-23,-7,-75,0.6,1026.7,307.4,6,95,2019/1/4 10:55
-63,-219,0.26,-28,-9,-70,0.4,1025.7,307.4,6,96,2019/1/4 11:55
-57,-171,0.35,-35,-7,-70,1.7,1025.5,307.5,6,93,2019/1/4 12:55
-35,-123,0.29,-40,-8,-68,0.8,1024.8,307.5,6,96,2019/1/4 13:55
-50,-158,0.37,-34,-8,-69,0.1,1024.1,307.5,6,95,2019/1/4 14:55
-16,-95,0.62,-21,-8,-72,0.9,1024.2,307.5,5,95,2019/1/4 15:55
-40,-134,0.4,-30,-9,-70,0.7,1024.7,307.5,5,96,2019/1/4 16:55
-28,-91,0.39,-37,-8,-72,0.5,1025.8,307.5,5,97,2019/1/4 17:55
-27,-91,0.52,-28,-7,-74,1.2,1025.9,307.5,5,97,2019/1/4 18:55
-24,-92,0.41,-34,-8,-72,0.3,1025.7,307.5,5,97,2019/1/4 19:55
-21,-72,0.62,-31,-9,-71,1.2,1026.2,307.5,4,97,2019/1/4 20:55
-16,-84,0.44,-39,-9,-65,0.1,1026.4,307.5,4,97,2019/1/4 21:55
-19,-89,0.58,-41,-8,-59,0.6,1026.1,307.5,4,98,2019/1/4 22:55
-23,-87,0.68,-31,-8,-64,1,1026.1,307.5,4,99,2019/1/4 23:55
-23,-84,0.93,-26,-8,-68,0.9,1025.9,307.5,4,99,2019/1/5 0:55
-10,-85,1.13,-28,-9,-67,1.2,1026.3,307.5,4,98,2019/1/5 1:55
-32,-106,1.13,-28,-9,-63,0.7,1026.1,307.5,3,98,2019/1/5 2:55
-32,-105,1.06,-41,-9,-56,0.7,1026,307.5,3,98,2019/1/5 3:55
-29,-115,1.22,-26,-9,-64,1.7,1026.2,307.5,3,97,2019/1/5 4:55
-26,-99,1.13,-22,-9,-65,0.3,1026,307.5,3,98,2019/1/5 5:55
-34,-140,1.16,-24,-10,-67,0.4,1026.1,307.5,3,98,2019/1/5 6:55
-29,-131,1.17,-22,-8,-64,0.3,1026.6,307.5,3,98,2019/1/5 7:55
-41,-157,1.18,-31,-7,-67,2.3,1027,307.5,3,97,2019/1/5 8:55
-42,-182,1.24,-27,-8,-67,0.3,1027.4,307.5,4,96,2019/1/5 9:55
-49,-224,1.22,-27,-8,-60,1.4,1027.1,307.5,4,97,2019/1/5 10:55
-62,-240,1.18,-32,-8,-58,0.8,1026,307.5,4,98,2019/1/5 11:55
-52,-228,1.17,-28,-8,-58,1.7,1025.3,307.5,4,98,2019/1/5 12:55
-48,-195,1.13,-27,-8,-59,0.9,1024.9,307.5,4,98,2019/1/5 13:55
-59,-241,1.09,-19,-8,-68,0.2,1025.2,307.5,4,97,2019/1/5 14:55
-64,-215,1.09,-30,-9,-70,0.2,1025.7,307.5,4,98,2019/1/5 15:55
-35,-121,2,-31,-8,-75,0.4,1027.3,307.6,3,97,2019/1/5 18:55
-27,-139,1.68,-35,-8,-73,1.1,1027.2,307.6,2,98,2019/1/5 19:55
-35,-168,1.34,-36,-9,-73,1,1027.6,307.6,2,97,2019/1/5 20:55
-55,-190,1.11,-39,-8,-72,0.6,1028.2,307.6,2,98,2019/1/5 21:55
-40,-118,1.42,-33,-7,-71,1.7,1028.3,307.6,2,98,2019/1/5 22:55
-31,-117,1.3,-37,-7,-72,0.6,1028.1,307.6,2,98,2019/1/5 23:55
-30,-124,1.43,-29,-7,-71,0.7,1028.5,307.6,2,98,2019/1/6 0:55
-37,-183,1.29,-31,-8,-70,0.8,1028.6,307.6,2,98,2019/1/6 1:55
-36,-171,1.28,-32,-7,-71,0.5,1028.2,307.6,2,97,2019/1/6 2:55
-32,-163,1.25,-29,-7,-69,0.9,1028.4,307.6,2,98,2019/1/6 3:55
-42,-187,1.3,-31,-8,-71,0.6,1028.9,307.6,2,98,2019/1/6 4:55
-29,-174,1.22,-31,-8,-71,1,1029.7,307.6,2,98,2019/1/6 5:55
-31,-147,1.06,-34,-8,-69,0.3,1029.8,307.6,2,99,2019/1/6 6:55
-17,-96,1.01,-39,-8,-67,0.2,1029.2,307.6,2,98,2019/1/6 7:55
-23,-141,1.72,-38,-8,-67,0.9,1029.2,307.6,2,97,2019/1/6 8:55
-3,-163,1.12,-33,-8,-61,0.4,1029.4,307.6,3,95,2019/1/6 9:55
-30,-157,0.84,-35,-8,-60,1.6,1028.6,307.6,3,90,2019/1/6 10:55
-19,-98,0.75,-37,-8,-52,0.5,1027.8,307.6,3,88,2019/1/6 11:55
-16,-81,0.72,-26,-7,-63,0.4,1027.4,307.6,4,82,2019/1/6 12:55
-14,-83,0.62,-13,-8,-66,0.4,1027,307.6,4,82,2019/1/6 13:55
-11,-73,0.91,-16,-8,-77,0.5,1026.9,307.6,4,82,2019/1/6 14:55
3,-51,1.16,-35,-9,-82,1.4,1027.7,307.6,4,83,2019/1/6 15:55
-4,-75,1.12,19,-8,-83,0.4,1028.3,307.6,4,86,2019/1/6 16:55
-40,-152,0.93,-20,-9,-80,0.5,1028.3,307.6,4,88,2019/1/6 17:55
-21,-106,0.75,-43,-9,-77,0.4,1027.8,307.6,4,89,2019/1/6 18:55
-25,-90,0.76,-40,-10,-74,1.1,1027.3,307.6,4,88,2019/1/6 19:55
-19,-68,0.61,-26,-8,-79,0.1,1027.2,307.6,4,87,2019/1/6 20:57
-8,-79,0.49,-44,-7,-79,0.3,1027.3,307.6,4,89,2019/1/6 21:55
-28,-107,0.38,15,-8,-76,0.3,1027.3,307.6,4,92,2019/1/7 1:02
-22,-107,0.25,-53,-7,-76,0.5,1026.9,307.6,4,92,2019/1/7 2:56
-22,-77,0.16,-54,-7,-72,0.3,1026.2,307.6,4,92,2019/1/7 3:57
-40,-137,0.27,-48,-7,-65,0.4,1025.3,307.6,5,93,2019/1/7 6:55
-40,-99,0.24,-48,-7,-57,1.6,1025.5,307.6,5,91,2019/1/7 8:04
-34,-94,0.21,-46,-6,-50,0.8,1026.1,307.6,5,88,2019/1/7 9:00
-20,-63,0.34,-29,-7,-60,0.6,1026.7,307.6,6,82,2019/1/7 9:55
-31,-78,0.2,-30,-7,-62,1,1026.4,307.6,6,81,2019/1/7 11:00
-14,-64,0.34,-25,-5,-71,1.4,1025.9,307.6,6,82,2019/1/7 11:55
-18,-58,0.31,-25,-6,-74,0.7,1025.2,307.6,6,81,2019/1/7 12:55
-33,-97,0.37,-28,-7,-76,0.8,1024.9,307.6,6,84,2019/1/7 13:55
-27,-99,0.4,-36,-7,-82,0.6,1024.9,307.7,6,85,2019/1/7 14:55
-36,-123,0.42,-42,-6,-80,1.5,1025.1,307.7,6,88,2019/1/7 15:55
-40,-117,0.28,-41,-8,-62,0.4,1026.8,307.8,5,96,2019/1/7 19:55
-29,-102,0.27,-47,-10,-63,0.6,1027.1,307.8,5,96,2019/1/7 20:55
-36,-97,0.28,-34,-10,-66,0.1,1027.7,307.8,5,94,2019/1/7 22:00
-35,-104,0.25,-55,-10,-55,0.4,1028.1,307.8,5,96,2019/1/7 23:00
-29,-108,0.17,-53,-10,-38,0.6,1028.2,307.8,4,97,2019/1/8 0:02
-34,-91,0.27,-34,-10,-45,0.4,1028.2,307.8,4,94,2019/1/8 1:00
-23,-88,0.29,-32,-10,-48,0.4,1028.4,307.8,4,93,2019/1/8 1:55
-36,-99,0.39,-19,-9,-62,0.2,1028.6,307.8,4,93,2019/1/8 2:59
-35,-110,0.59,-46,-6,-60,0.2,1028.8,307.8,4,94,2019/1/8 5:00
-32,-132,0.83,-11,-2,-72,0.7,1028.8,307.8,4,94,2019/1/8 5:55
-25,-152,0.93,-16,-2,-72,1,1029.2,307.8,4,90,2019/1/8 6:55
-36,-157,0.76,-33,-3,-60,1.3,1029.6,307.8,4,89,2019/1/8 7:57
-37,-126,0.82,-30,0,-52,0.6,1031,307.8,5,80,2019/1/8 9:55
-21,-131,1.02,-25,11,-50,1.1,1030.8,307.8,5,76,2019/1/8 10:55
-13,-142,1.31,-20,11,-50,1.1,1030.1,307.8,6,71,2019/1/8 11:55
-50,-195,1.34,-18,11,-44,0.6,1029.5,307.8,5,71,2019/1/8 12:55
-38,-186,1.13,-22,8,-50,0.4,1029.4,307.9,6,65,2019/1/8 13:55
-31,-162,0.96,-4,4,-67,0.4,1029.6,307.9,5,59,2019/1/8 14:55
-28,-167,1.06,-17,2,-76,0.5,1030,307.9,5,54,2019/1/8 15:55
-33,-177,0.96,38,0,-74,0.3,1030.4,307.9,5,61,2019/1/8 16:55
-56,-210,0.63,13,0,-69,0.5,1030.7,307.9,4,60,2019/1/8 17:55
-39,-151,0.68,-36,-3,-72,1.2,1031.7,307.9,5,58,2019/1/8 18:55
-30,-109,0.66,-40,-3,-73,0.6,1031.9,307.9,5,58,2019/1/8 19:55
-35,-94,0.72,-41,-2,-70,2,1032.1,307.9,5,64,2019/1/8 20:56
-20,-71,0.45,-49,-3,-55,0.5,1033,307.9,4,64,2019/1/8 22:55
-26,-71,0.41,-37,-3,-51,0.6,1033.5,307.9,3,61,2019/1/9 0:00
-19,-56,0.5,-41,-3,-49,0.8,1032.6,307.9,3,62,2019/1/9 0:56
-19,-47,0.5,-39,-6,-49,0.4,1032.7,307.9,3,63,2019/1/9 1:55
-28,-77,0.5,-31,-8,-52,0.2,1033.1,307.9,1,89,2019/1/9 2:58
-29,-94,0.33,-29,-7,-53,0.4,1032.8,307.9,0,96,2019/1/9 4:56
-28,-97,0.47,-37,-7,-62,0.6,1032.7,307.9,0,98,2019/1/9 7:55
-35,-84,0.5,-36,-7,-66,0.3,1032.9,307.9,0,98,2019/1/9 8:55
-36,-112,0.47,-38,-7,-65,0.1,1032.8,307.9,1,97,2019/1/9 9:55
-26,-87,0.53,-32,-7,-65,0.2,1032,307.9,0,97,2019/1/9 10:55
-20,-95,0.48,-36,-8,-65,0.7,1030.3,307.9,1,97,2019/1/9 12:01
-32,-104,0.49,-30,-7,-70,1.1,1028.6,307.9,1,96,2019/1/9 12:55
-30,-93,0.47,-26,-8,-71,0.5,1028,307.9,1,96,2019/1/9 13:55
-31,-101,0.4,-29,-7,-73,0.4,1027.7,307.9,1,97,2019/1/9 14:55
-32,-88,0.49,-34,-8,-74,0.2,1027.5,307.9,1,97,2019/1/9 15:55
-26,-81,0.46,-33,-7,-77,1.1,1027.1,308,1,98,2019/1/9 16:55
-25,-92,0.16,-41,-8,-76,0.2,1026.7,308.9,1,97,2019/1/9 18:55
-25,-98,0.12,15,-9,-77,0.2,1027.1,309.5,1,97,2019/1/9 19:55
-23,-86,0.07,-41,-8,-74,0.1,1027.1,310.1,1,97,2019/1/9 20:55
-30,-93,0.04,-42,-9,-71,0.4,1026.6,311,1,97,2019/1/9 21:55
-26,-100,0.06,-41,-8,-72,0.2,1026.2,311.1,1,97,2019/1/9 22:55
-20,-80,0.05,-40,-8,-70,0.3,1026.1,311.1,2,97,2019/1/9 23:55
-34,-95,0.01,-33,-8,-67,0.3,1025.4,311.7,1,98,2019/1/10 0:55
-32,-100,0.03,-31,-8,-69,0.1,1025.3,311.7,2,98,2019/1/10 1:55
-33,-98,-0.01,-42,-9,-65,0.3,1025.4,311.7,2,98,2019/1/10 2:55
-30,-92,0.05,-42,-8,-63,0.7,1025.1,311.7,2,98,2019/1/10 3:55
-22,-83,0.03,-30,-8,-66,0.3,1025,311.7,2,98,2019/1/10 4:55
-19,-83,0.14,-22,-8,-69,0.3,1025,311.7,2,98,2019/1/10 5:55
-26,-93,0.07,-30,-9,-68,0.3,1025.4,311.7,2,98,2019/1/10 6:55
-26,-82,0.22,-35,-7,-70,0.2,1025.8,311.7,2,98,2019/1/10 7:55
-18,-78,0.13,-50,-10,-70,0.1,1026.5,311.7,2,97,2019/1/10 8:55
-22,-103,0.24,-42,-9,-62,0.4,1026.7,311.7,3,97,2019/1/10 9:55
-8,-80,0.24,-36,-9,-62,0.4,1026.3,311.7,3,94,2019/1/10 10:55
-20,-77,0.19,-23,-9,-70,0.4,1025,311.7,4,91,2019/1/10 11:55
-18,-72,0.2,-33,-7,-75,0.6,1024.4,311.7,4,92,2019/1/10 12:59
-2,-56,0.18,-29,-5,-72,0.8,1023.6,311.7,4,91,2019/1/10 13:55
-28,-96,0.17,-38,-6,-74,0.9,1023.6,311.7,4,91,2019/1/10 14:55
-23,-89,0.17,-43,-4,-76,0.4,1023.6,311.7,4,90,2019/1/10 15:55
-25,-81,0.27,-37,-7,-78,1,1023.6,311.7,4,91,2019/1/10 16:55
-8,-71,0.47,-45,-7,-78,0.7,1023.8,311.7,4,91,2019/1/10 17:55
-9,-76,0.32,-47,-7,-77,0.5,1024.7,311.7,4,93,2019/1/10 18:55
-20,-96,0.34,-42,-8,-76,0.5,1024.3,311.7,4,93,2019/1/10 19:55
-9,-77,0.34,-41,-8,-75,0.5,1024.2,311.7,4,93,2019/1/10 20:55
-17,-74,0.3,-46,-8,-76,0.7,1024.4,311.7,4,94,2019/1/10 21:55
-13,-71,0.28,-42,-9,-74,0.2,1023.9,311.8,4,96,2019/1/10 22:55
-10,-71,0.26,-39,-8,-72,0.6,1024.3,311.9,4,98,2019/1/10 23:55
-20,-80,0.26,-39,-9,-72,0.1,1023.5,312.1,4,98,2019/1/11 0:55
-14,-71,0.25,-36,-9,-73,0.3,1023.6,312.1,4,99,2019/1/11 1:55
-15,-75,0.2,-36,-9,-70,0.1,1023.6,312.1,4,99,2019/1/11 2:55
-27,-91,0.22,-32,-8,-71,0.3,1023,312.1,4,99,2019/1/11 3:55
-29,-94,0.15,-36,-7,-71,0.6,1022.7,312.1,4,100,2019/1/11 4:55
-26,-93,0.32,-33,-7,-71,0.4,1022.3,312.1,4,99,2019/1/11 5:55
-30,-100,0.26,-32,-8,-70,0.2,1022.7,312.1,4,99,2019/1/11 6:55
-33,-103,0.4,-38,-8,-69,0.3,1022.6,312.1,4,99,2019/1/11 7:55
-38,-91,0.32,-52,-4,-83,2.5,1028.1,0.1,5,65,2019/1/15 15:55
-23,-39,0.26,-56,-4,-27,1.2,1028.9,0.1,5,61,2019/1/15 16:55
-14,-20,0.1,-54,-4,-10,0.6,1029.6,0.1,4,64,2019/1/15 17:55
-14,-22,0.03,-51,-4,-1,2.6,1030.3,0.1,4,67,2019/1/15 18:55
-21,-44,0.03,-38,-4,-6,2.4,1030.7,0.1,3,67,2019/1/15 19:55
-16,-46,-0.02,-43,-5,-53,0.3,1031,0.1,3,69,2019/1/15 20:55
-16,-54,-0.01,-37,-5,-33,0.3,1031.2,0.1,2,71,2019/1/15 21:55
-31,-69,0,-45,-4,-45,1.2,1031.1,0.1,2,73,2019/1/15 22:55
-23,-54,0.08,-42,-4,-44,1.4,1031,0.1,1,71,2019/1/15 23:55
-23,-50,0.03,-36,-5,-21,0.9,1030.6,0.1,1,73,2019/1/16 0:55
-23,-58,0.18,-38,-5,-50,0.7,1030.7,0.1,1,73,2019/1/16 1:55
-19,-63,0.12,-37,-3,-51,0.1,1030.4,0.1,0,76,2019/1/16 2:55
-23,-66,0.13,-38,-5,-51,0.6,1029.8,0.1,0,76,2019/1/16 3:55
-33,-77,0.23,-34,-4,-54,0.6,1029,0.1,0,79,2019/1/16 4:55
-24,-60,0.24,-25,-5,-61,0.3,1029.2,0.1,0,78,2019/1/16 5:55
-18,-59,0.26,-42,-7,-57,0.3,1029.5,0.1,-1,79,2019/1/16 6:55
-28,-43,0.22,-30,-4,-55,0.5,1029.6,0.1,0,79,2019/1/16 7:55
-26,-38,0.1,-37,-4,-52,1.2,1030.1,0.1,1,72,2019/1/16 8:55
-19,-34,0.08,-29,-5,-50,0.9,1029.9,0.2,3,61,2019/1/16 9:55
-21,-35,0.19,-36,-5,-50,0.5,1029.5,0.2,4,58,2019/1/16 10:55
-15,-21,0.26,-28,-5,-51,0.3,1028.6,0.2,4,52,2019/1/16 11:55
-13,-17,0.28,-36,-6,-55,1.4,1027.3,0.2,5,52,2019/1/16 12:55
-11,-22,0.25,-31,-5,-55,1.3,1026.7,0.2,5,50,2019/1/16 13:55
-12,-26,0.15,-37,-6,-53,2.2,1026.8,0.2,4,53,2019/1/16 14:55
-13,-7,0.26,-38,-5,-65,0.3,1026.7,0.2,4,52,2019/1/16 16:55
-7,-20,0.56,-26,-6,-77,0.2,1026.6,0.2,3,55,2019/1/16 17:55
-4,-11,0.56,-21,-6,-82,0.4,1026.7,0.2,2,58,2019/1/16 18:55
-3,-11,0.6,-2,-5,-82,0.1,1026.7,0.2,1,63,2019/1/16 19:55
-13,-11,1.06,44,-5,-87,0.6,1026.9,0.2,1,70,2019/1/16 20:55
-19,-13,0.85,-14,-7,-87,0.2,1027,0.2,0,77,2019/1/16 21:55
-17,-27,0.68,-24,-10,-78,0.2,1027,0.2,0,82,2019/1/16 22:55
-26,-54,0.65,-4,-8,-79,0.2,1026.8,0.2,0,82,2019/1/16 23:55
-26,-44,0.73,-18,-4,-71,0.4,1026.5,0.2,0,84,2019/1/17 0:55
-23,-18,0.62,-30,-2,-78,0.3,1026,0.2,0,88,2019/1/17 1:55
-42,-60,0.43,12,-4,-79,0.2,1025.5,0.2,0,88,2019/1/17 2:55
-24,-42,0.4,-29,-10,-78,0.4,1025.2,0.2,0,88,2019/1/17 3:55
-17,-39,0.56,-32,-6,-74,0.2,1025.6,0.2,0,84,2019/1/17 4:55
-22,-22,0.65,-27,-5,-72,0.3,1026,0.2,0,85,2019/1/17 5:55
-16,-14,0.63,-27,-2,-73,0.6,1026.3,0.2,0,86,2019/1/17 6:55
-23,-16,0.45,21,-3,-76,0.2,1027,0.2,1,81,2019/1/17 7:55
-20,-17,1.28,-25,7,-71,0.4,1027.1,0.2,2,73,2019/1/17 8:55
5,11,0.42,-42,1,-65,1.9,1027,0.2,4,58,2019/1/17 9:55
-24,-55,0.08,-52,-3,-54,0.5,1027.6,0.2,6,54,2019/1/17 10:55
-8,-11,0.09,-40,-2,-50,0.7,1026.6,0.2,7,44,2019/1/17 11:55
-13,2,0.15,-13,-2,-52,0.7,1025.6,0.2,9,37,2019/1/17 13:02
1,-8,0.05,-35,-3,6,0.5,1025.1,0.2,10,35,2019/1/17 13:55
-5,7,0.12,-24,-3,14,0.4,1025.2,0.2,10,32,2019/1/17 14:55
-4,-5,0.26,-12,-3,-76,0.3,1025.6,0.2,9,38,2019/1/17 15:55
0,5,0.72,17,-2,-51,1.2,1025.7,0.2,8,42,2019/1/17 16:55
16,59,1.33,9,-2,-97,0.6,1025.9,0.2,6,50,2019/1/17 17:55
12,60,1.53,70,-3,-102,0.1,1026.4,0.2,5,58,2019/1/17 18:55
-4,45,1.33,40,-11,-108,0.3,1026.5,0.2,4,69,2019/1/17 19:55
-17,3,1.35,28,-51,-96,0.4,1026.5,0.2,3,76,2019/1/17 20:55
-15,-28,0.98,3,-18,-95,0.4,1026.7,0.2,2,82,2019/1/17 21:55
-20,-12,1,11,-8,-81,0.3,1026.7,0.2,1,82,2019/1/17 22:55
-26,-43,0.98,-21,-12,-88,0.3,1026.3,0.2,1,84,2019/1/17 23:55
-15,-39,0.76,34,-10,-81,0.2,1026.2,0.2,0,84,2019/1/18 0:55
-29,-65,0.58,-20,-11,-81,0.1,1025.8,0.2,0,88,2019/1/18 1:56
-21,-61,0.69,-33,-6,-80,0.6,1025.1,0.2,0,85,2019/1/18 2:55
-24,-73,0.75,-33,-6,-78,0.5,1024.3,0.2,0,87,2019/1/18 3:55
-30,-89,0.92,-21,-5,-74,0.2,1024.3,0.2,0,89,2019/1/18 4:55
-23,-64,1.35,-19,-3,-76,0.4,1025,0.2,0,88,2019/1/18 5:55
-21,-56,1.21,-25,-1,-78,0.4,1024.8,0.2,0,89,2019/1/18 6:55
-17,-40,0.89,5,-1,-79,0.5,1024.8,0.2,1,82,2019/1/18 7:55
-11,-26,0.42,13,0,-72,0.6,1024.9,0.2,5,61,2019/1/18 8:55
-22,-28,0.24,11,-3,-56,0.7,1024.7,0.2,8,50,2019/1/18 9:55
-13,-23,0.12,-64,-1,-37,1.1,1023.9,0.2,10,44,2019/1/18 10:55
-23,-39,0.04,-48,-2,-22,1.2,1022.7,0.2,11,42,2019/1/18 11:55
2,-8,0.2,-19,-1,15,1.1,1021.2,0.2,12,37,2019/1/18 12:55
-1,-16,0.14,-18,0,9,1.2,1020.3,0.2,13,39,2019/1/18 13:55
-10,-31,0.27,-22,0,11,0.7,1019.8,0.2,13,39,2019/1/18 14:55
-10,-19,0.48,-29,-1,11,0.5,1019.8,0.2,13,41,2019/1/18 15:56
0,-14,0.51,-26,-2,-79,0.7,1019.5,0.2,10,49,2019/1/18 17:00
-1,-29,0.63,35,-1,-83,0.5,1019.4,0.2,8,58,2019/1/18 17:55
-16,-66,0.82,14,-2,-93,0.4,1019.7,0.2,7,60,2019/1/18 18:55
-13,-51,0.83,12,-4,-97,0.1,1020.1,0.2,6,63,2019/1/18 19:55
1,-33,0.98,34,-2,-95,0.2,1019.6,0.2,6,60,2019/1/18 20:55
-7,-39,0.71,-5,-3,-102,0.3,1019.8,0.2,5,64,2019/1/18 21:55
-1,-39,0.65,-11,-4,-101,0.6,1019.2,0.2,5,64,2019/1/18 22:55
-7,-58,0.58,26,-4,-88,0.5,1019,0.2,6,67,2019/1/18 23:55
-22,-86,0.58,14,-4,-96,0.5,1019.2,0.2,6,67,2019/1/19 0:55
-31,-103,0.62,0,-3,-94,0.4,1018.7,0.2,6,70,2019/1/19 1:55
-20,-102,0.66,37,-3,-92,0.8,1018.7,0.2,6,71,2019/1/19 2:55
-23,-107,0.69,5,-3,-89,0.6,1018.2,0.2,6,72,2019/1/19 3:55
-19,-91,0.82,28,-1,-85,0.6,1018,0.2,6,72,2019/1/19 4:55
-28,-93,0.71,13,-1,-86,0.6,1018.5,0.2,6,72,2019/1/19 5:55
-17,-83,0.74,-7,-4,-84,0.8,1018.9,0.2,7,76,2019/1/19 6:55
-13,-77,0.76,-33,-4,-79,2.1,1019.3,0.2,7,76,2019/1/19 7:55
-9,-69,0.86,-38,-3,-76,0.3,1019.8,0.2,7,73,2019/1/19 8:55
-3,-63,0.82,-42,-6,-69,0.4,1020.5,0.2,8,69,2019/1/19 9:55
-9,-95,0.78,-54,-5,-65,0.7,1020.7,0.2,8,73,2019/1/19 10:55
-21,-115,0.75,-48,-5,-64,0.4,1019.8,0.2,8,73,2019/1/19 11:55
-13,-80,0.72,-38,-4,-65,0.4,1019.1,0.2,8,70,2019/1/19 12:55
-8,-68,0.76,-33,-4,-74,0.4,1018.4,0.2,9,67,2019/1/19 13:55
-8,-83,0.68,-39,-5,-79,1.1,1018.5,0.3,9,66,2019/1/19 14:55
-14,-87,0.9,-42,-4,-81,0.2,1018.8,0.3,8,69,2019/1/19 15:55
-18,-96,0.84,-28,-2,-80,0.6,1019.3,0.3,8,72,2019/1/19 16:55
-19,-100,0.88,8,-1,-85,0.2,1020,0.3,7,71,2019/1/19 17:55
-2,-85,0.98,-29,-2,-89,0.5,1020.8,0.3,7,70,2019/1/19 18:55
-16,-143,1.01,7,-2,-89,0.4,1021.6,0.3,7,71,2019/1/19 19:55
-32,-170,0.79,-14,-3,-84,0.3,1022.2,0.3,6,73,2019/1/19 20:55
-35,-205,0.76,-15,-4,-80,0.4,1022.7,0.3,6,75,2019/1/19 21:55
-52,-182,0.92,-50,-3,-80,1.1,1023.8,0.3,6,75,2019/1/19 22:55
-41,-177,1.01,-44,-2,-76,0.4,1024.1,0.3,5,79,2019/1/19 23:55
-58,-230,0.94,-39,-2,-78,0.4,1024.3,0.3,5,79,2019/1/20 0:55
-43,-209,1.31,-35,-1,-78,0.5,1024.8,0.3,5,78,2019/1/20 1:55
-42,-211,1.6,-39,1,-79,0.8,1024.9,0.3,5,75,2019/1/20 2:55
-31,-210,1.65,-41,0,-78,0.7,1024.9,0.3,5,74,2019/1/20 3:55
-49,-213,1.01,-41,0,-76,0.5,1025.5,0.3,5,75,2019/1/20 4:55
-62,-255,1.01,-39,0,-67,0.3,1026.3,0.3,4,76,2019/1/20 5:55
-49,-168,1.04,-39,2,-65,0.3,1027.3,0.3,4,67,2019/1/20 6:55
-27,-145,0.9,-41,4,-57,0.4,1028.4,0.4,4,64,2019/1/20 7:55
-60,-197,0.57,-45,0,-44,0.4,1028.6,0.4,4,64,2019/1/20 8:55
-24,-77,0.75,-30,3,-46,0.6,1029,0.4,5,54,2019/1/20 9:55
-9,-42,0.64,-28,2,-46,0.9,1029,0.4,6,52,2019/1/20 10:55
-43,-91,0.79,-49,1,-36,1.9,1028.9,0.4,7,49,2019/1/20 11:55
-12,-25,1.81,-22,9,-41,0.7,1028.5,0.4,7,42,2019/1/20 12:55
-12,-36,1.25,-32,4,-38,0.3,1028.1,0.4,8,41,2019/1/20 13:55
-2,-11,0.21,-47,-1,-36,1.3,1028.1,0.4,8,36,2019/1/20 14:55
-36,-53,0.14,-42,-3,-44,0.6,1028.1,0.4,8,38,2019/1/20 15:55
-12,-17,0.28,-46,-3,-43,0.9,1028.3,0.4,7,42,2019/1/20 16:55
-13,-32,0.28,-30,-2,-52,0.4,1028.9,0.4,5,49,2019/1/20 17:55
-13,-38,0.3,-31,-5,-64,0.4,1029.6,0.4,5,55,2019/1/20 18:55
-11,-33,0.4,-23,-5,-79,1.6,1030.1,0.4,5,56,2019/1/20 19:55
-14,-32,0.49,-29,-5,-85,0.1,1030.1,0.4,4,60,2019/1/20 20:55
-7,-16,0.56,16,-3,-83,0.2,1029.9,0.4,3,65,2019/1/20 21:56
-12,-25,0.46,6,-4,-83,0.3,1030,0.4,2,66,2019/1/20 22:55
-6,-42,0.72,27,-5,-84,0.1,1029.7,0.4,2,68,2019/1/20 23:57
-8,-17,0.56,29,-6,-80,0.1,1029.1,0.4,1,71,2019/1/21 0:55
-12,-59,0.61,21,-6,-79,0.4,1029,0.4,2,72,2019/1/21 1:55
-15,-59,0.68,-36,-6,-79,0.4,1028.3,0.4,1,71,2019/1/21 2:55
